"226";"Introduction to user centred approaches to KOS";"Anna Eslau";"H. Lundbeck";"2004"
"231";"How a general and a specific thesaurus covers expressions in patients' questions and physicians' answers";"Johanna Eerola";"Pertti Vakkari";"2005"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Alistair Miles";"Brian Matthews";"2005"
"235";"Enhancing domain-specific digital library with facilities for vocabulary exploration";"Marianne Lykke Nielsen";"Mathew J. Weaver";"2005"
"235";"Enhancing domain-specific digital library with facilities for vocabulary exploration";"Lois Delcambre";"Mathew J. Weaver";"2005"
"236";"Associative retrieval over different knowledge organization systems";"Peter Scheir";"Stefanie Lindstaedt";"2005"
"236";"Associative retrieval over different knowledge organization systems";"Mathias Lux";"Stefanie Lindstaedt";"2005"
"238";"Building virtual documents by integrating hyperbooks";"Gilles Falquet";"Luka Nerima";"2005"
"238";"Building virtual documents by integrating hyperbooks";"Claire-Lise Mottaz Jiang";"Luka Nerima";"2005"
"238";"Building virtual documents by integrating hyperbooks";"Jean-Claude Ziswiler";"Luka Nerima";"2005"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"Andy Corbett";"James Reid";"2002"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"David Medyckyj-Scott";"James Reid";"2002"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"Cressida Chappell";"James Reid";"2002"
"252";"Reengineering AGROVOC to Ontologies";"Frehiwot Fisseha";"Patrick Healey";"2003"
"252";"Reengineering AGROVOC to Ontologies";"Johannes Keizer";"Patrick Healey";"2003"
"254";"Using the NASA Thesaurus to Support the Indexing of Streaming Media";"Gail Hodge";"Janet Ormes";"2003"
"256";"From a historical GIS to an on-line administrative gazetteer of Great Britain";"Gudrun Richardson";"Humphrey Southall";"2002"
"273";"Digital Gazetteer Service in context of Chinese Culture";"Han-wei Yen";"Sophy Shu-Jiun Chen";"2002"
"273";"Digital Gazetteer Service in context of Chinese Culture";"Hsiung-ming Liaw";"Sophy Shu-Jiun Chen";"2002"
"2";"Editorial of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016)";"Douglas Tudhope";"Koraljka Golub";"2016"
"2";"Editorial of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016)";"Christian Wartena";"Koraljka Golub";"2016"
"2";"Editorial of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016)";"Ernesto William De Luca";"Koraljka Golub";"2016"
"7";"Developing imaged KOS with the FRSAD model: a conceptual methodology";"Simone Vieira";"Widad Mustafa El Hadi";"2016"
"7";"Developing imaged KOS with the FRSAD model: a conceptual methodology";"Marcilio de Brito";"Widad Mustafa El Hadi";"2016"
"7";"Developing imaged KOS with the FRSAD model: a conceptual methodology";"Maja Zumer";"Widad Mustafa El Hadi";"2016"
"9";"Re-designing Online Terminology Resources for German Grammar";"Karolina Suchowolec";"Roman Schneider";"2016"
"9";"Re-designing Online Terminology Resources for German Grammar";"Christian Lang";"Roman Schneider";"2016"
"13";"On the composition of ISO 25964 hierarchical relations (BTG, BTP, BTI)";"Antoine Isaac";"Jutta Lindenthal";"2016"
"15";"A sharing-oriented design strategy for networked knowledge organization systems";"Adam Rabinowitz";"Patrick Golden";"2016"
"15";"A sharing-oriented design strategy for networked knowledge organization systems";"Eric Kansa";"Patrick Golden";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Philipp Mayr";"Stella Dextre Clarke";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Douglas Tudhope";"Stella Dextre Clarke";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Marcia Lei Zeng";"Stella Dextre Clarke";"2016"
"55";"The Value Proposition for Semantic Search: A User Panel";"Diane Hillmann";"Helga Rippen";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"George Thomas";"Helga Rippen";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Farah Gheriss";"Helga Rippen";"2012"
"58";"Building semantic knowledge organization systems for interdisciplinary research: An example of wetland remote sensing";"Liu Zheng";"Sheng Chun Lei";"2015"
"58";"Building semantic knowledge organization systems for interdisciplinary research: An example of wetland remote sensing";"Liu Xiu Min";"Sheng Chun Lei";"2015"
"60";"Innovative Use of Knowledge Organization Systems (KOS) that are Published as Linked Open Data (LOD)";"Marcia Lei Zeng";"Vladimir Alexiev";"2015"
"60";"Innovative Use of Knowledge Organization Systems (KOS) that are Published as Linked Open Data (LOD)";"Julaine Clunis";"Vladimir Alexiev";"2015"
"67";"And the winner is ... The perils and pitfalls of rank order analysis";"Elin K. Jacob";"Gary Arave";"2011"
"72";"Language technology in knowledge-organization systems";"Costanza Navarretta";"Dorte Haltrup Hansen";"2006"
"72";"Language technology in knowledge-organization systems";"Bolette Sandford Pedersen";"Dorte Haltrup Hansen";"2006"
"79";"Role of Ontologies in Semantic Digital Libraries";"Bernhard Haslhofer";"Piotr Piotrowski";"2006"
"79";"Role of Ontologies in Semantic Digital Libraries";"Adam Westerski";"Piotr Piotrowski";"2006"
"85";"Guava: Capturing the Intrinsic Organization of Knowledge in User Interfaces";"James Terwilliger";"Judith Logan";"2006"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Emma Tonkin";"Seth van Hooland";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Ana Alice Baptista";"Seth van Hooland";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Andrea Resmini";"Seth van Hooland";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Eva Mendéz";"Seth van Hooland";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Liddy Neville";"Seth van Hooland";"2007"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Emlyn Everitt";"George Buchanan";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Dagobert Soergel";"George Buchanan";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Douglas Tudhope";"George Buchanan";"2009"
"119";"Intra- and interdisciplinary cross-concordance for information retrieval";"Philipp Mayr";"York Sure";"2009"
"119";"Intra- and interdisciplinary cross-concordance for information retrieval";"Philipp Schaer";"York Sure";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Edward Fox";"Naren Ramakrishnan";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Andrea Kavanaugh";"Naren Ramakrishnan";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Donald Shoemaker";"Naren Ramakrishnan";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Andy Priest";"Caroline Williams";"2009"
"134";"Search term recommendation and non-textual ranking evaluated";"Philipp Mayr";"Philipp Schaer";"2010"
"134";"Search term recommendation and non-textual ranking evaluated";"Peter Mutschke";"Philipp Schaer";"2010"
"135";"Using Linked Data in Thesaurus Management";"Andreas Blumauer";"Helmut Nagy";"2010"
"142";"Europeana and semantic alignment of vocabularies";"Antoine Isaac";"Victor de Boer";"2011"
"142";"Europeana and semantic alignment of vocabularies";"Jacco van Ossenbruggen";"Victor de Boer";"2011"
"142";"Europeana and semantic alignment of vocabularies";"Jan Wielemaker";"Victor de Boer";"2011"
"142";"Europeana and semantic alignment of vocabularies";"Guus Schreiber";"Victor de Boer";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Ahsan Morshed";"Gudrun Johannsen";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Benjamin Zapilko";"Gudrun Johannsen";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Armando Stellato";"Gudrun Johannsen";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Ahsan Morshed";"Gudrun Johannsen";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Caterina Caracciolo";"Gudrun Johannsen";"2011"
"149";"Comparing the accuracy of the semantic similarity provided by the Normalized Google Distance (NGD) and the Search Term Recommender (STR)";"Brigitte Mathiak";"Philipp Mayr";"2011"
"153";"Creation of custom KOS-based recommendation systems";"Philipp Mayr";"Philipp Schaer";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"David Rodríguez Mateos";"Jane Greenberg";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Gema Bueno de la Fuente";"Jane Greenberg";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Craig Willis";"Jane Greenberg";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Eva Méndez";"Jane Greenberg";"2012"
"155";"Meaningful Concept Displays: The First Step";"Dagobert Soergel";"Murtha Baca";"2012"
"159";"Visualization of Candidate Terms for Classification of Papers";"Jan Buzydlowski";"Xia Lin";"2013"
"159";"Visualization of Candidate Terms for Classification of Papers";"Lillian Cassel";"Xia Lin";"2013"
"161";"An Extensible Recommendation System to support Trusted Digital Repositories";"Eko Indarto";"Marat Charlaganov";"2013"
"161";"An Extensible Recommendation System to support Trusted Digital Repositories";"Andrea Scharnhorst";"Marat Charlaganov";"2013"
"162";"Digging into Metadata";"Ceri Binding";"Jae-wook Ahn";"2013"
"162";"Digging into Metadata";"Douglas Tudhope";"Jae-wook Ahn";"2013"
"162";"Digging into Metadata";"Diana Massam";"Jae-wook Ahn";"2013"
"162";"Digging into Metadata";"Hilary Jones";"Jae-wook Ahn";"2013"
"163";"Demonstrating a Framework for KOS-based Recommendations Systems";"Philipp Mayr";"Philipp Schaer";"2013"
"165";"On Compositionality of ISO 25964 Hierarchical Relationships (BTG, BTP, BTI)";"Antoine Isaac";"Jutta Lindenthal";"2014"
"171";"Semantic Analysis Method (SAM): A Tool for Identifying Potential Access Points in Unstructured Text";"Karen F. Gracy";"Marcia Lei Zeng";"2014"
"178";"Report on and demonstration of the PeriodO period gazetteer";"Adam Rabinowitz";"Patrick Golden";"2015"
"178";"Report on and demonstration of the PeriodO period gazetteer";"Eric Kansa";"Patrick Golden";"2015"
"218";"Developing a tool for searching and learning - the potential of an enriched end user thesaurus";"Hella Moller Rasmussen";"Marianne Lykke Nielsen";"2004"
"218";"Developing a tool for searching and learning - the potential of an enriched end user thesaurus";"H. Lundbeck";"Marianne Lykke Nielsen";"2004"
"219";"Dynamic KOS building *** management for library information systems";"Henryk Rybinski";"Michal Okoniewski";"2004"
"220";"Knowledge Structures for a Domain-Specific Digital Library for Natural Resource Managers";"Lois Delcambre";"Marianne Lykke Nielsen";"2004"
"221";"SKOS: Standards and Best Practices for USING Knowledge Organisation Systems ON THE Semantic Web";"Alistair Miles";"Nikki Rogers";"2004"
"221";"SKOS: Standards and Best Practices for USING Knowledge Organisation Systems ON THE Semantic Web";"Brian Matthews";"Nikki Rogers";"2004"
"221";"SKOS: Standards and Best Practices for USING Knowledge Organisation Systems ON THE Semantic Web";"Dave Beckett";"Nikki Rogers";"2004"
"226";"Introduction to user centred approaches to KOS";"Anna Eslau";"Marianne Lykke Nielsen";"2004"
"226";"Introduction to user centred approaches to KOS";"H. Lundbeck";"Marianne Lykke Nielsen";"2004"
"232";"Networked knowledge organization for the networked digital library of theses and dissertations";"Edward Fox";"Ryan Richardson";"2005"
"232";"Networked knowledge organization for the networked digital library of theses and dissertations";"Baoping Zhang";"Ryan Richardson";"2005"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Alistair Miles";"Michael Wilson";"2005"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Brian Matthews";"Michael Wilson";"2005"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Dan Brickley";"Michael Wilson";"2005"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"Andy Corbett";"David Medyckyj-Scott";"2002"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"Cressida Chappell";"David Medyckyj-Scott";"2002"
"252";"Reengineering AGROVOC to Ontologies";"Frehiwot Fisseha";"Johannes Keizer";"2003"
"254";"Using the NASA Thesaurus to Support the Indexing of Streaming Media";"Gail Hodge";"Patrick Healey";"2003"
"254";"Using the NASA Thesaurus to Support the Indexing of Streaming Media";"Janet Ormes";"Patrick Healey";"2003"
"5";"Classification for collections mapping and query expansion";"Claudio Gnoli";"Cristina Recinella";"2016"
"5";"Classification for collections mapping and query expansion";"Anna Bendiscioli";"Cristina Recinella";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Hugo Manguinhas";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Antoine Isaac";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Aude Lima";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Ariane N{\'{e}}roulidis";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Dimitra Atsidis";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Michiel Hildebrand";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Maarten Brinkerink";"Tom Miles";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Sergiu Gordea";"Tom Miles";"2016"
"12";"CRMba a CRM extension for the documentation of standing buildings";"Franco Niccolucci";"Martin Doerr";"2016"
"12";"CRMba a CRM extension for the documentation of standing buildings";"Achille Felicetti";"Martin Doerr";"2016"
"15";"A sharing-oriented design strategy for networked knowledge organization systems";"Adam Rabinowitz";"Eric Kansa";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Douglas Tudhope";"Marcia Lei Zeng";"2016"
"55";"The Value Proposition for Semantic Search: A User Panel";"Diane Hillmann";"Leslie Mitchell";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"George Thomas";"Leslie Mitchell";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Helga Rippen";"Leslie Mitchell";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Joe Hilger";"Leslie Mitchell";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Farah Gheriss";"Leslie Mitchell";"2012"
"78";"Integrating Semi-formal Knowledge Organization Structures";"Gilles Falquet";"Jean-Claude Ziswiler";"2006"
"78";"Integrating Semi-formal Knowledge Organization Structures";"Claire-Lise Mottaz Jiang";"Jean-Claude Ziswiler";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Boris Lauser";"Johannes Keizer";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Anita Liang";"Johannes Keizer";"2006"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Ana Alice Baptista";"Andrea Resmini";"2007"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Dagobert Soergel";"Emlyn Everitt";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Douglas Tudhope";"Emlyn Everitt";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Andy Priest";"Ceri Binding";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Caroline Williams";"Ceri Binding";"2009"
"134";"Search term recommendation and non-textual ranking evaluated";"Philipp Mayr";"York Sure";"2010"
"134";"Search term recommendation and non-textual ranking evaluated";"Peter Mutschke";"York Sure";"2010"
"134";"Search term recommendation and non-textual ranking evaluated";"Philipp Schaer";"York Sure";"2010"
"142";"Europeana and semantic alignment of vocabularies";"Antoine Isaac";"Jan Wielemaker";"2011"
"142";"Europeana and semantic alignment of vocabularies";"Jacco van Ossenbruggen";"Jan Wielemaker";"2011"
"142";"Europeana and semantic alignment of vocabularies";"Guus Schreiber";"Jan Wielemaker";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Ahsan Morshed";"Philipp Mayr";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Benjamin Zapilko";"Philipp Mayr";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Gudrun Johannsen";"Philipp Mayr";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Johannes Keizer";"Philipp Mayr";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Armando Stellato";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Ahsan Morshed";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Gudrun Johannsen";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Caterina Caracciolo";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Sachit Rajbhandari";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Imma Subirats";"Yves Jacques";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Johannes Keizer";"Yves Jacques";"2011"
"149";"Comparing the accuracy of the semantic similarity provided by the Normalized Google Distance (NGD) and the Search Term Recommender (STR)";"Brigitte Mathiak";"Sascha Schüller";"2011"
"149";"Comparing the accuracy of the semantic similarity provided by the Normalized Google Distance (NGD) and the Search Term Recommender (STR)";"Philipp Mayr";"Sascha Schüller";"2011"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"David Rodríguez Mateos";"Liliana Melgar";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Gema Bueno de la Fuente";"Liliana Melgar";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Jane Greenberg";"Liliana Melgar";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Craig Willis";"Liliana Melgar";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Eva Méndez";"Liliana Melgar";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Joan Boone";"Liliana Melgar";"2012"
"162";"Digging into Metadata";"Ceri Binding";"Michael Khoo";"2013"
"162";"Digging into Metadata";"Douglas Tudhope";"Michael Khoo";"2013"
"162";"Digging into Metadata";"Jae-wook Ahn";"Michael Khoo";"2013"
"162";"Digging into Metadata";"Diana Massam";"Michael Khoo";"2013"
"162";"Digging into Metadata";"Hilary Jones";"Michael Khoo";"2013"
"178";"Report on and demonstration of the PeriodO period gazetteer";"Adam Rabinowitz";"Eric Kansa";"2015"
"192";"Reengineering Thesauri for New Applications: the AGROVOC Example";"Dagobert Soergel";"Frehiwot Fisseha";"2004"
"192";"Reengineering Thesauri for New Applications: the AGROVOC Example";"Boris Lauser";"Frehiwot Fisseha";"2004"
"192";"Reengineering Thesauri for New Applications: the AGROVOC Example";"Anita Liang";"Frehiwot Fisseha";"2004"
"194";"Vocabulary Mapping for Terminology Services";"Diane Vizine-Goetz";"Roger Thompson";"2004"
"194";"Vocabulary Mapping for Terminology Services";"Carol Hickey";"Roger Thompson";"2004"
"194";"Vocabulary Mapping for Terminology Services";"Andrew Houghton";"Roger Thompson";"2004"
"221";"SKOS: Standards and Best Practices for USING Knowledge Organisation Systems ON THE Semantic Web";"Alistair Miles";"Dave Beckett";"2004"
"221";"SKOS: Standards and Best Practices for USING Knowledge Organisation Systems ON THE Semantic Web";"Brian Matthews";"Dave Beckett";"2004"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Alistair Miles";"Dan Brickley";"2005"
"234";"NKOS issues in W3C's Simple Knowledge Organisation System (SKOS)";"Brian Matthews";"Dan Brickley";"2005"
"235";"Enhancing domain-specific digital library with facilities for vocabulary exploration";"Marianne Lykke Nielsen";"Timothy Tolle";"2005"
"235";"Enhancing domain-specific digital library with facilities for vocabulary exploration";"Mathew J. Weaver";"Timothy Tolle";"2005"
"235";"Enhancing domain-specific digital library with facilities for vocabulary exploration";"Lois Delcambre";"Timothy Tolle";"2005"
"238";"Building virtual documents by integrating hyperbooks";"Gilles Falquet";"Jean-Claude Ziswiler";"2005"
"238";"Building virtual documents by integrating hyperbooks";"Claire-Lise Mottaz Jiang";"Jean-Claude Ziswiler";"2005"
"240";"Digital Gazetteers in the UK : the geo-X-walk Project at EDINA";"Andy Corbett";"Cressida Chappell";"2002"
"273";"Digital Gazetteer Service in context of Chinese Culture";"Han-wei Yen";"Hsiung-ming Liaw";"2002"
"2";"Editorial of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016)";"Douglas Tudhope";"Ernesto William De Luca";"2016"
"2";"Editorial of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016)";"Christian Wartena";"Ernesto William De Luca";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Antoine Isaac";"Aude Lima";"2016"
"6";"Linking subject labels in Cultural Heritage Metadata to MIMO vocabulary using CultuurLink";"Ariane N{\'{e}}roulidis";"Aude Lima";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Philipp Mayr";"Xia Lin";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Douglas Tudhope";"Xia Lin";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Stella Dextre Clarke";"Xia Lin";"2016"
"17";"Recent applications of Knowledge Organization Systems: introduction to a special issue";"Marcia Lei Zeng";"Xia Lin";"2016"
"55";"The Value Proposition for Semantic Search: A User Panel";"Diane Hillmann";"Joe Hilger";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"George Thomas";"Joe Hilger";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Helga Rippen";"Joe Hilger";"2012"
"55";"The Value Proposition for Semantic Search: A User Panel";"Farah Gheriss";"Joe Hilger";"2012"
"79";"Role of Ontologies in Semantic Digital Libraries";"Sebastian Ryszard Kruk";"Tomasz Woroniecki";"2006"
"79";"Role of Ontologies in Semantic Digital Libraries";"Bernhard Haslhofer";"Tomasz Woroniecki";"2006"
"79";"Role of Ontologies in Semantic Digital Libraries";"Piotr Piotrowski";"Tomasz Woroniecki";"2006"
"79";"Role of Ontologies in Semantic Digital Libraries";"Adam Westerski";"Tomasz Woroniecki";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Boris Lauser";"Stephen Katz";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Margherita Sini";"Stephen Katz";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Anita Liang";"Stephen Katz";"2006"
"80";"AGROVOC and the OWL Web Ontology Language: the Agriculture Ontology Service - Concept Server OWL model";"Johannes Keizer";"Stephen Katz";"2006"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Emma Tonkin";"Eva Mendéz";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Ana Alice Baptista";"Eva Mendéz";"2007"
"98";"Kinds of Tags: a collaborative research study on tag usage and structure";"Andrea Resmini";"Eva Mendéz";"2007"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Koraljka Golub";"Marianne Lykke Nielsen";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"George Buchanan";"Marianne Lykke Nielsen";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Emlyn Everitt";"Marianne Lykke Nielsen";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Dagobert Soergel";"Marianne Lykke Nielsen";"2009"
"118";"EASTER project: Evaluating Automated Subject Tools for Enhancing Retrieval";"Douglas Tudhope";"Marianne Lykke Nielsen";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Edward Fox";"Steve Sheetz";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Naren Ramakrishnan";"Steve Sheetz";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Andrea Kavanaugh";"Steve Sheetz";"2009"
"120";"Building an ontology for crisis, tragedy and recovery";"Donald Shoemaker";"Steve Sheetz";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Andy Priest";"Douglas Tudhope";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Caroline Williams";"Douglas Tudhope";"2009"
"121";"The PERsonalisation TAgging interface INformation in Services, PERTAINS project: presenting tag recommenders in UK national services";"Ceri Binding";"Douglas Tudhope";"2009"
"142";"Europeana and semantic alignment of vocabularies";"Antoine Isaac";"Guus Schreiber";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Ahsan Morshed";"Johannes Keizer";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Benjamin Zapilko";"Johannes Keizer";"2011"
"145";"Evaluating approaches to automatically match thesauri from different domains for Linked Open Data";"Gudrun Johannsen";"Johannes Keizer";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Armando Stellato";"Caterina Caracciolo";"2011"
"146";"A Collaborative Framework for Managing and Publishing KOS";"Ahsan Morshed";"Caterina Caracciolo";"2011"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"David Rodríguez Mateos";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Gema Bueno de la Fuente";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Jane Greenberg";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Liliana Melgar";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Craig Willis";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Eva Méndez";"Nancy Gómez";"2012"
"154";"Demonstrating HIVE and HIVE-ES: Supporting Term Browsing and Automatic Text Indexing with Linked Open Vocabularies";"Joan Boone";"Nancy Gómez";"2012"
"162";"Digging into Metadata";"Ceri Binding";"Xia Lin";"2013"
"162";"Digging into Metadata";"Douglas Tudhope";"Xia Lin";"2013"
"162";"Digging into Metadata";"Jae-wook Ahn";"Xia Lin";"2013"
"162";"Digging into Metadata";"Michael Khoo";"Xia Lin";"2013"
"162";"Digging into Metadata";"Diana Massam";"Xia Lin";"2013"
"162";"Digging into Metadata";"Hilary Jones";"Xia Lin";"2013"
"192";"Reengineering Thesauri for New Applications: the AGROVOC Example";"Dagobert Soergel";"Johannes Keizer";"2004"
